text,label,source
dear 0776xxxxxxx u ve been invited to xchat this is our final attempt to contact u txt chat to 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs,phishing,UCI_SMS
lmao take a pic and send it to me,legitimate,UCI_SMS
congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p,phishing,UCI_SMS
hello guys first of all thanks all of you for your great help and specially lately since volumes in mexico are really picking up i am sending you the list of pending to dos with our counterparties in mexico hopefully with your help we can start shrinking this list thanks also for your time yesterday and i think it was great to put all these items together and have a specific plan of attack for the upcoming weeks i propose that we get together next week to follow up on this list of pending items and evaluate if it is shrinking or not kind regards bill mark sally and max as you all know the volumes of trades going on in mexico are increasing very rapidly today we are doing transactions with around 50 different counterparties and have passed the 55 bcfs of gas mark while we are trying to put master agreements in place and also working very intensively with credit setting up and evaluating many companies that are not public the mexican market is in diapers in terms of risk management and we are trying very hard to open it up create awareness and bring volumes to enron as of last september enron was the second largest energy risk management trading company in mexico second to the state monopoly pemex today we can tell that our volumes are 250 larger than those in september and most probably we are by now the leading risk management company in our country moreover for many of our customers these have been their first transactions and because of that we need to make an extra effort to ensure that the day to day operations run as smoothly as we can i am sending you a copy of what we have to work on so that you are in the loop and are aware of the resources that this market is demanding us right now thanks for your support and i ll keep you posted jaime williams risk management enron de mexico,legitimate,enron
after completed degree there is no use in joining finance,legitimate,UCI_SMS
me i m not workin once i get job,legitimate,UCI_SMS
important information 4 orange user today is your lucky day 2find out why log onto there s a fantastic surprise awaiting you,phishing,UCI_SMS
thesmszone com lets you send free anonymous and masked messages im sending this message from there do you see the potential for abuse,phishing,UCI_SMS
promotion number 8714714 ur awarded a city break and could win a 200 summer shopping spree every wk txt store to 88039 skilgme tscs087147403231winawk age16 1 50perwksub,phishing,UCI_SMS
thanks for sending the dates in writing we already have this on our home calendar and all five of us are looking forward to your visit i did confirm that there is a home football game on friday november 3 so if you all are interested in going we will have plenty of tickets the weather should be great here then i have also blocked off friday november 3 from work so that we can do something fun with the kids zoo children s museum etc i sent mo an e mail message about your stay in houston in hopes that she may need to be in houston at that time i will let you know what i hear from her rodeghiero stephanie hp boise ex1 stephanie rodeghiero hp com on 09 14 2000 03 31 41 pm to sally beck enron com sally beck enron com cc subject houston visit hi sally i am so excited to see you and your family for your written records we ll in be austin from oct 27 oct 31 then we ll travel to houston via the blue bell ice cream factory on nov 1st our plane leaves from houston on sat nov 4th about 12 30 doing something on friday with rebecca and tyler sounds great she s pretty much up for anything let me know what you hear from mo it would be wonderful to see her too paul and i were starting to worry that something bad had happened in her life it has been so long since we have talked to her this week s issue of business week has enron in a list of the top 50 companies who are making the internet work for them in running their business the focus for enron was on the different trading operations highlighting trading broadband capacity i read bw weekly and enron seems to be in there a lot take care stephanie,legitimate,enron
